questionID,sentence,ChatGPT4_label,label,correct
476,"Also, when he¡¯s mad at something, like work, he gets angry at me.",,,
476,I feel like we¡¯re so distant from each other now.,,,
476,"We used to laugh all the time, and I feel like he lets too much negativity in.",,,
476,What should I do?,,,
476,We've been married for two years but together for seven.,,,
477,I'm a teenager.,,,
477,"I get random spurts of anger, like complete, pure rage.",,,
477,"I figured it was hormones, but others notice it too.",,,
477,I get self-destructive.,,,
477,I used to cut but stopped.,,,
477,"Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs.",,,
477,"Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom.",,,
477,I don't live in a bad household.,,,
477,"I have a great family, a great relationship with my boyfriend, and a good job.",,,
477,I have no idea what this is and I don't know how to control it.,,,
477,It's over any little thing.,,,
477,"Tonight, it was because I couldn't get my earrings out.",,,
477,"This happens maybe two to three times on a good week, and it's always over stupid, petty things.",,,
479,I easily recognize this but have no control over it and need suggestions for managing my anger.,,,
480,I have been having horrendous nightmares this whole month.,,,
481,I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two.,,,
481,"It usually happens in bed at night, but I occasionally experience this during the day.",,,
481,"I have a benign brain tumor, but the doctor said it is not associated with this.",,,
482,"I'm a teenage girl, and my dad is an alcoholic.",,,
482,I hate being at home with him because he just stresses me out.,,,
482,"He can be picking me up from basketball practice or piano lessons, and half of the time, I don't even know if he's sober or not.",,,
482,I refuse to get into the vehicle with him and walk home sometimes.,,,
482,"I've either been barely sleeping or I over sleep, so I'm always tired.",,,
482,"I live in a small town, so there's no one I can really talk to because I'm not really that close with my family.",,,
483,It takes me a long time to fall asleep; I¡¯d estimate about two hours.,,,
483,"I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe.",,,
483,I believe I started losing sleep after breaking up with a girlfriend of 8 years.,,,
483,"Also, my father¡¯s business went bankrupt and my mother has a chronic condition.",,,
483,"I was under a lot of stress, and life lost meaning.",,,
483,"After improving my life and developing a habit of running and exercise to release stress, my symptoms improved.",,,
483,"However in the past couple months, I started losing sleep again and having nightmares without warning.",,,
483,How can I solve this issue?,,,
484,Sometimes 3 times a night.,,,
485,My spouse visited the red light district a couple of years back in Amsterdam.,,,
485,After he got back from the trip he got me tested for stds.,,,
485,"In the aftermath he has provided multiple versions of what happened, from having a total blackout to being touched by a prostitute.",,,
485,How do I know if he had sex?,,,
486,My husband and I had our first threesome recently.,,,
486,Everyone was drinking and he was on her more then me.,,,
486,"He and I talked about it afterwards and it made me feel better, and now I'm craving more of it.",,,
486,But before it gets close to happening I get this empty feeling.,,,
486,Why am I feeling this way?,,,
487,My husband has had issues with alcohol addiction in the past (he'd never admit to this).,,,
487,"A while back (3 years ago), I asked him to stop drinking so much, and he agreed.",,,
487,I caught him one night drinking behind my back.,,,
487,"I confronted him and he lied, but I told him I knew he was lying because I counted the beers in the fridge and four of them were missing.",,,
487,He admitted and apologized and promised he wouldn't do it again.,,,
487,"Lately, my husband has been drinking on and off, but I noticed it was every single night.",,,
487,I didn't like this.,,,
487,"For our New Year¡¯s resolution, we decided we were going to limit our alcohol consumption.",,,
487,He was on board¡ªno more drinking every night.,,,
487,"The other night, I counted the beers in the fridge just to see if some were missing.",,,
487,"It took a couple of days, but tonight, I discovered a few were missing along with a shot of vodka.",,,
487,"He was passed out on the couch when I decided to wake him up and confront him (poor timing, but I couldn't wait).",,,
487,"I asked him if he'd come to bed with me (when he drinks, he snores and I cannot sleep¡ªit's a dead giveaway he's been drinking).",,,
487,He slurred a bit and said no.,,,
487,"I asked if he had been drinking, but he snapped and said no.",,,
487,"I went into our room to sleep, leaving him on the couch.",,,
487,I'm not sure if I'm overreacting or not.,,,
487,"I just feel like I'm so honest with him about everything, and I expect the same honesty.",,,
487,He is a good husband in every other regard.,,,
488,I'm 15 and my girlfriend is 14.,,,
488,Am I a pedophile because I'm attracted to her and she's under 18?,,,
489,I love my girlfriend so much.,,,
489,I get an erection even just thinking about her or seeing her.,,,
489,But the two times we tried to have sex I couldn't get an erection.,,,
489,We've only had sex once and it was a long time ago.,,,
489,Why this is happening and what can I do about it?,,,
490,For some reason I feel very uncomfortable with my girlfriend showing off her body in certain poses on social media.,,,
490,"I know she is proud of her body and I respect that, but I dont feel comfortable with her openly showing off her body the way she does.",,,
490,Anytime I bring it up to her she thinks Im calling her a whore.,,,
490,How can I deal with my girlfriend showing off her body on social media and not hurt her feelings?,,,
491,My fianc¨¦ and I have been together for 3 years and our relationship has always been good.,,,
491,The only issue we had was that he felt like he wasn't getting enough sexual attention from me.,,,
491,I recently found out he cheated on me with another women.,,,
491,He says he wants his family back but I'm confused on what to do.,,,
491,"Is it possible for us to get past the cheating, or should I just move on?",,,
492,"My boyfriend shows affection, but I just push him away.",,,
492,"Every time my boyfriend tries to kiss, hug, or touch me I almost always push him away.",,,
492,I'm on birth control and it has killed my sex drive.,,,
492,I love him so much.,,,
492,Why do I do this?,,,
493,"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out.",,,
493,How can I approach them about it?,,,
493,"should I hold back and keep it a secret, or should I just be up-front about it.",,,
493,I wonder if i should stop or if I should continue to do it since it makes me happy.,,,
493,What should I do?,,,
494,I'm feeling rejected and frustrated.,,,
494,This is not new.,,,
494,"The first month we were together, sex was about every day.",,,
494,Then it slowed down to once a month right away.,,,
494,"I love my husband, but I am struggling with this.",,,
495,I have been married for 11 years.,,,
495,Within the past 2 years we have drifted far apart.,,,
495,We coexist together but there is very little personal interest in each other.,,,
495,I often feel that my husband has "friends" at work that he is more emotional invested in than me.,,,
495,I feel very alone and just uncared for.,,,
495,Is there anything I can do to feel reconnected?,,,
496,My wife and I have a great relationship except for our sex lives.,,,
496,"We are pretty transparent and honest, and basically, she feels bad because she never wants to have sex.",,,
496,She doesn't have the desire.,,,
496,She's also never orgasmed.,,,
496,She feels like a terrible wife and fears I'll cheat on her.,,,
496,She doesn't know why.,,,
496,"Last time we had sex, she cried and felt bad and didn't know why she cried.",,,
496,"However, she also told me that the last time we had sex, she felt me in her, but it just felt ""ehh"" and wanted to stop.",,,
496,That makes me feel really awful.,,,
496,We rarely have foreplay.,,,
496,"Everything I try tickles her, so she makes me stop.",,,
496,We are both frustrated but very much in love.,,,
496,She and I are in our early 20s.,,,
496,We¡¯re married and we have a baby on the way.,,,
497,"My husband and I have been married for seven years, and in that time, we have only had sex four or five times.",,,
497,Others have told me that most men would have left me by now.,,,
497,"Honestly, I think I have a low sex drive or neither one of us actually knows what we are doing.",,,
497,I want to be better connected with my husband.,,,
498,My dad cheated on my mom for 13 years.,,,
498,I cannot stop obsessing over the fact that my boyfriend might be cheating on me even when I know he isn't.,,,
498,"I have full access to his phone, social media, and e-mails.",,,
498,"I never find anything, but I'm obsessed with constantly checking just in case.",,,
498,How do I stop this?,,,
498,It's driving a wedge between us.,,,
500,"I¡¯m always questioning her about things such as who she is texting and talking to on the phone, why she is always on social media, checking her phone records, and going through her phone.",,,
500,"I do this knowing that I have never found any reason for her to be cheating, and I have no reason to.",,,
501,"So many people lie, and it's hard to tell who speaks the truth.",,,
501,Who do I trust?,,,
501,I don't even trust my family or friends.,,,
502,Nothing we've tried has worked so far.,,,
503,"Today, my boyfriend broke up with me because he says I stress him out with me not trusting him and always accusing him of things.",,,
503,It hit me that I still hold on to every bad thing my mother has ever said to me and everything that anyone has ever done to me.,,,
503,I act as if he's going to do it too.,,,
504,I have cheated on my husband of five years roughly ten times.,,,
504,I pretend we aren't married at my work.,,,
504,"Recently, he has caught on, but I lie to cover it.",,,
504,"He use to talk to girls online, but I have caught myself constantly having a affair.",,,
505,"He is always telling me our fights are only and all my fault, he bashes me to our young child, and he is addicted to a few substances.",,,
506,We can't hold a conversation together.,,,
506,The blame is always pointed at me.,,,
506,We have no intimacy.,,,
507,"My spouse seems to get very bothered by me speaking, asking questions, or getting excited in a way that he thinks is ""too much.""",,,
507,"He comes across as acting like whatever it is I'm talking about is nowhere near as important as whatever he's thinking about, which he believes will go over my head.",,,
508,He leaves and is gone for days or weeks but stays in contact and tells me he misses me.,,,
508,He gets defensive when I ask him stuff.,,,
508,We haven't had sex in two months.,,,
508,"He says it's because he's not working, I'm pregnant, he doesn't like it here, and he hasn't been on the mood lately.",,,
509,"After receiving counseling, we have been told my husband has a black and white personality disorder.",,,
509,"When I offer compromises in our disagreements, he does not seem to understand.",,,
509,We cannot resolve conflict because he only sees things as black or white.,,,
509,My husband has asked that we go to counseling this time.,,,
509,"In the past, it has been my suggestion.",,,
509,We are thinking of going to a marriage mediator this time because there are financial issues that need to be resolved.,,,
509,He cannot see the whole picture when I attempt to explain my side to him.,,,
510,I have been married for ten years.,,,
510,My husband is 29 years my senior.,,,
510,We have a young daughter.,,,
510,"Ever since she was born, my husband has ""shut down.""",,,
510,We have no intimacy; he doesn't even kiss me.,,,
510,"I've told him how I feel for years, and he swears he loves me and wants to make me happy, but I still have to literally beg for sex and affection.",,,
510,"My self-esteem is gone, and I feel so alone.",,,
510,He has stranded me.,,,
510,He uses his passive-aggressive ways and ignores every comment I make.,,,
510,He refuses to talk to me in detail.,,,
511,"With college over, my boyfriend and I have such different work schedules.",,,
511,"Since I can't see him often, I want to talk more on the phone.",,,
511,"He plays video games while talking to players, so often I feel ignored.",,,
511,"I find myself always telling him what to do in relation to me, things he should know.",,,
512,"I've pretty much been on my own since day one, I'm a middle child of five, and I can't seem to put my trust in anyone.",,,
512,It took me four years to finally open up a little to my best friend.,,,
512,"Every time I realize that I have feelings for someone, I freak out and never talk to them again.",,,
512,I really want some help.,,,
513,"I was with my friends at the park, and we were talking and having fun.",,,
513,"After a while, I met a girl there.",,,
513,"We talked and flirted for a while, then we gave our numbers to each other and left.",,,
513,"We talked for a few months, then we met up again.",,,
513,"She kissed me, so I assumed we were dating.",,,
513,Then I found out she has a boyfriend.,,,
514,He's gone for 11 weeks for a band camp.,,,
514,It's week two right now.,,,
514,"We used to be Intimate a lot, and now since he's busy 12 hours a day, we can't really be Intimate, even over the phone.",,,
514,Is it normal for me to more sensitive in general?,,,
515,My husband had an emotional affair with his ex-wife in November.,,,
515,"She invited him to dinner, alone, with their daughter.",,,
515,I wasn¡¯t aware of this until after 11pm when I asked where he was.,,,
515,"He had been drinking, and I told him not to come home that night.",,,
515,"The next morning, we talked about going to counseling.",,,
515,He went out that night with friends and said his ex-wife wasn't going.,,,
515,I found out in April that she did go.,,,
515,I gave him the chance to get everything out in the open.,,,
515,I found out that he stayed that second night with her.,,,
515,"I asked if they slept in the same bed, and he said yes, both nights.",,,
515,His daughter wasn't there the second night.,,,
515,"He claims they didn't have sex, but what else should I think?",,,
516,She's busy because her mom makes her clean all the time and go out places with her family.,,,
516,We don't talk much because of it.,,,
516,"Also, we have little fights.",,,
516,We want to work it out but we don't know how.,,,
517,I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide.,,,
517,"When I went to him to reach out to his high school friend, he told me that I put him in a terrible position and put an enormous load on his shoulders.",,,
517,He was very angry that I went to him to do that.,,,
517,Am I in the wrong for going to him to reach out?,,,
517,"He helped me so much with my depression and bad habits, so that's why I thought of him to reach out.",,,
517,He made me feel awful for thinking highly of him to help.,,,
517,Why did he react this way towards me?,,,
517,I think he's being selfish.,,,
518,He told me he started to back away because I was asking for too much in the relationship.,,,
518,"The more I tried to fix things, the worse it got.",,,
518,"I want to make us better again, but I don't know how.",,,
520,My boyfriend has this close female friend.,,,
520,"It always bothered me because of how close they are, so I decided to meet her.",,,
520,That made the situation worse because they were even closer than what I thought.,,,
520,They acted like a couple rather than friends with each other.,,,
520,"There was no physical interaction, but he talks to this girl a lot.",,,
520,What can I do?,,,
520,Leaving him isn't an option.,,,
522,"I¡¯m a man, and I¡¯m soon to be married.",,,
522,I have been messing around with other men on the side.,,,
522,"It started as a once in a while thing, but it¡¯s been happening a lot.",,,
522,I don't know what to do.,,,
523,She has lied about every aspect of her life.,,,
523,She's created three fake relationships.,,,
523,"The most recent one is concerning because she has fake photos, phone calls, and text messages, and it¡¯s with a married man with kids.",,,
523,Her lying is becoming dangerous because she could ruin lives.,,,
524,My boyfriend lost his dad to suicide.,,,
524,"He says that because his dad died, so did his heart.",,,
524,He says that he can't be there for me or love me anymore and wants nothing to do with me ever again.,,,
524,Why is he doing this when we were very happy together?,,,
524,He says that I have done nothing wrong but he just can't be with me.,,,
525,"Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else.",,,
525,"I know I'm completely over him, but I just can't break down my walls and let someone new into my life.",,,
526,"When my boyfriend gets in a snit, he gives me the silent treatment for days.",,,
526,"When I ask what is wrong, I get nothing: no reply, no phone call.",,,
526,"If he does reply, it is something very sarcastic and hurtful.",,,
526,He never admits he is wrong and never apologizes.,,,
527,My husband cheated while I was pregnant with our son with a so-called friend.,,,
527,This was before we were married.,,,
527,We split and eventually worked things out.,,,
527,I thought I trusted him so we got married.,,,
527,Now he flirts with girls in front of me.,,,
527,"I've talked to him, but nothing helps.",,,
528,The father of my kids and I have been broken up for about three years now.,,,
528,We always found our way back to each other.,,,
528,He had a baby with someone else he's with but still shows the same love he showed when we was together when he's around.,,,
528,"He even gets jealous, but he ignores my calls.",,,
529,"Every day for five years, my husband mentally abused me and said he will change.",,,
529,I have a child with him.,,,
529,"I try so hard to stay strong for her, but at this point, I am completely broken.",,,
529,I am holding on to nothing but hope and have been for years.,,,
529,Is there any hope or am I wasting my time?,,,
530,My boyfriend and I have been disagreeing on a lot lately.,,,
530,It's really coming down to the fact that we want opposite things sometimes.,,,
530,"I do a lot for him: I take care and protect him, and in the end, he still doesn't trust me.",,,
530,"We've both come to the conclusion that when I want something and he doesn't want it, he's not willing to find a happy medium whatsoever.",,,
530,It's just non-negotiable.,,,
530,I'm not sure what to do honestly.,,,
530,He doesn't trust me as much as I wish he did.,,,
530,"Honestly, sometimes I feel like his enemy, and it kills me.",,,
531,I have been pushing people away all my life.,,,
531,"I finally have a great boyfriend who loves me, but I keep pushing him away and I don't want to.",,,
531,I need to learn to open up.,,,
532,I have been dating my boyfriend for eight years.,,,
532,We met in college off away from home and things went from good to bad when I met his family who treats him like he is their man.,,,
532,"They expect him to take them on dates like to the movies and out to eat when they come around, and he thinks it's okay.",,,
533,He's lied about his past/present situations.,,,
533,"Since time has passed, he has changed, but I still have my doubts.",,,
533,"I have no idea if I should stay or go, but I hate this feeling.",,,
533,"I don't trust him all too much, but yet he hasn't done anything for me not to trust him recently.",,,
535,"My fianc¨¦ of 15 years is always helping out his family, and I feel like his family takes advantage of his kindness.",,,
535,"We're about to get married this Saturday, but I feel like he is always gonna put them first instead of myself and our three kids.",,,
535,I am not enjoying our engagement at all.,,,
536,"The eight months I've been dating my boyfriend, I have lied about a lot of things.",,,
536,I slept with a couple guys to get back at my boyfriend for breaking up with me.,,,
536,"Now anything I say to him he won't believe, even if I'm being honest.",,,
536,I don't know what else to do at this point.,,,
536,He constantly criticizes me.,,,
537,Someone I care about told me I'm not teachable and I'm irritating.,,,
537,"I just want to be happy and wanted to please the person, but I always fall short it seems.",,,
538,"I've been in a relationship for almost a year, and I absolutely trust my boyfriend.",,,
538,"He treats me nice, checks on me, and tells me sweet things.",,,
538,"However, when it comes to making life decisions, I feel he is very immature.",,,
538,"I try to talk things out so we can compromise or make sound decisions together, but he lacks any ideas and prefers to just go with anything to avoid fighting.",,,
538,"As far as dates, if I don't say anything, plan it, or have money to chip in, we will not go.",,,
538,"I feel like I put in a lot of work supporting and sometimes spoiling, and all I get is a loyal man who will not cheat and say sweet things on occasion.",,,
539,My best friend and I've been really close for almost three years.,,,
539,"She lives in the UK, and I live in the US.",,,
539,"Ever since her boyfriend flew from Oregon to Scotland, I've been angry at him.",,,
539,"Ever since he came into her life, he took her away from me.",,,
539,"My best friend would always say sorry, and I'm sick of it.",,,
540,I found the guy I¡¯m dating on dating websites.,,,
540,He was telling women that they were beautiful.,,,
540,He said it wasn¡¯t him and that the phone was hacked.,,,
540,It has since happened two other times.,,,
540,"He says he loves me and I¡¯m the only girl he wants to be with, but I feel he is not telling me the truth.",,,
542,"My boyfriend won't touch me intimately, he won't kiss me while we are having sex and he won't have oral sex with me.",,,
542,I know he has done this things with other women in the past.,,,
542,I don't know why he won't do them with me.,,,
542,What should I do?,,,
543,"He said that if I were to visit my mother, he will be gone when I get back.",,,
543,"My boyfriend and I hit a rough patch in our relationship a few months back, and my mom had a few choice words with him.",,,
544,My wife and I got separated because I asked about her contact with a male friend of hers.,,,
544,"The next day, she kicked me out.",,,
544,She let me move back two days later.,,,
544,"Yesterday, she said she wanted a divorce then quickly changed her mind.",,,
544,"I asked if the other guy was a factor, but she says it's not my business.",,,
545,I¡¯m trying to make marriage work after a split.,,,
545,"Before our split, he lied a lot and broke every promise to me.",,,
545,I don't think he cheated.,,,
545,"Last month, I asked what women work with him, so he told me.",,,
545,"Yesterday, I found out about a girl that he said he forgot about.",,,
545,Should I be upset?,,,
546,"My fianc¨¦e is always letting me know how I am a horrible/evil person, or I just don¡¯t care enough when it¡¯s about her feeling or when she is having an off day.",,,
547,My fianc¨¦ and I recently had an argument over finances.,,,
547,He gives me the money each month to pay his automobile insurance.,,,
547,He no longer has one of the vehicles on the policy.,,,
547,He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him.,,,
547,"My response was that he was giving me the money, and I just made the payment.",,,
547,I didn't think of the coverages.,,,
547,He was angry about it.,,,
547,I still can't figure out that anger.,,,
548,I believe my partner has a masturbation and porn problem.,,,
548,"He masturbates daily, even when I am lying in bed sleeping beside him.",,,
548,We have sex once a week.,,,
548,He is rough and worries about his needs.,,,
548,"He never touches me, and treats me like a porn star, wanting to finish on my face or chest.",,,
549,We have been together over a year.,,,
549,We spend time together every day no matter how busy.,,,
549,He started to be unusually fatigued and losing weight.,,,
549,He also began to be distant and sexually selfish.,,,
549,"We had a argument, and he confided he has late stage stomach cancer.",,,
549,He wont treat it.,,,
550,I¡¯m in a relationship with my child's father.,,,
550,I¡¯m a really jealous person.,,,
550,We don¡¯t go out or do anything with other people because of me.,,,
550,"To keep our relationship going, I know I have to stop being jealous, but I can¡¯t.",,,
550,How can I get over these issues?,,,
551,"I'm in my early 20s, and I've been seeing my boyfriend for a year now.",,,
551,My boyfriend has always been the sweetest guy until recently.,,,
551,He has made comments such as ¡°you would look better as a Tumblr girl" or "you should start doing more squats.",,,
551,It's really hurtful.,,,
552,My girlfriend remains friends with ex boyfriends/lovers on Facebook who actively like and comment on posts.,,,
552,It causes me to get jealous because I'm afraid they might reconnect somehow.,,,
552,"I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it.",,,
553,She works with a man and always looks at guys that check her out.,,,
554,"My wife works late most days, so I'm lonely.",,,
554,"I love my wife with all my heart, however I don't feel the intimacy we used to have.",,,
554,"We don't have sex anymore, which bothers me tremendously.",,,
554,"I have become close friends with a coworker, which I know is not helping.",,,
554,"Nothing will happen with that, but there¡¯s the thought.",,,
555,My boyfriend of eight years and father of our two children is a truck driver.,,,
555,He is never home and only contributes to our family financially.,,,
555,There is no other support given.,,,
555,"He comes home when able, sleeps, gives money, and leaves again.",,,
555,I can't get him to do anything with me or the kids.,,,
555,He just sleeps and works.,,,
556,My boyfriend and I have been going out for about a year.,,,
556,I suddenly find myself jealous when I see him talking to other girls.,,,
556,I have never been this way before.,,,
556,I don't like these feelings.,,,
556,He said that my jealousy would cause our relationship to have problems.,,,
556,I told him I can't help these feelings.,,,
556,"I don't know where they are coming from, but this is how I feel, I tried to stop, but I can't.",,,
556,"I really like this guy, but I'm afraid that I'm messing up the relationship.",,,
556,It's just stupid.,,,
557,We've been dating for two months now.,,,
557,I have a heavy past that gets him angry.,,,
557,Does he have a right to penalize me for things I did before I met him?,,,
558,My husband and I are in our 40s.,,,
558,We¡¯ve been married 17 years.,,,
558,"Three weeks ago, he said he loves me but is not in love with me.",,,
558,"He was going to leave me, but he said he thought about it and decided to stay.",,,
558,I don't know how to feel any more.,,,
558,How should I take what he said and not feel so hurt?,,,
558,"He has been very blunt, and hurtful words just come out of his mouth.",,,
558,"He makes me feel like I'm nothing, but I so dearly love him with everything in me.",,,
558,He said it wasn¡¯t a mid-life crisis.,,,
559,"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now.",,,
559,I end up thinking about it all day.,,,
559,I feel rejected and think I married the wrong person.,,,
560,We don't have sex a lot.,,,
560,I cheat when we argue.,,,
560,I don't kiss or have unprotected sex with them.,,,
560,"It's a one time thing, and I never see them twice.",,,
561,"I am a female, and I am afraid of having sex.",,,
561,I am afraid of disappointing my partner by being inexperienced.,,,
561,I think he thinks I'm not a virgin.,,,
561,I am also scared that he will be disappointed with my naked body.,,,
561,I don't want my partner to think differently of me because I am afraid of having sex.,,,
562,"I am married, but I had sex with my friend.",,,
562,"I feel guilty, but I feel not guilty too.",,,
562,Do I need to feel guilty?,,,
562,"It's my body, and I have full rights to do what I like.",,,
563,"As I was growing up, my mother and father always fought.",,,
563,"With that, I grew trust issues.",,,
563,I think it's going to affect my relationship now and end it sooner then I want to.,,,
563,"I try not to let it affect me, but I can¡¯t.",,,
564,"We had our first kid 15 years ago, and sex has been nonexistent ever since.",,,
564,It only happens every three or four months.,,,
564,"We have been to counseling, and I have been told over and over again she will come around.",,,
564,"She hasn't, and I'm intimately lonely!",,,
564,"I think it's time to move on, but how do I do that without hurting my kids?",,,
565,I have been dating a guy for two years.,,,
565,"I think I love him, but I don't know any more.",,,
565,"I am in my late teens, and I have been living with him for most of our relationship.",,,
565,"I have been talking to a guy friend, and I feel more loved by him than my boyfriend.",,,
566,He owns his own business.,,,
566,"Sometimes, he stays out all night but doesn't tell me.",,,
566,"We have a son together, and I get to stay home with him.",,,
566,He says I complain too much about what he's doing.,,,
566,We've been together a year and a half.,,,
566,I got pregnant after being together for a month.,,,
566,We moved in together when I had my son in July.,,,
566,"Everything was great, and then he started the staying out.",,,
566,He then started not spending time with either of us.,,,
566,I just don't know if I'm doing something wrong.,,,
566,"We've talked and he says this is just how he is, but he wasn't like this before.",,,
567,"I love him so much, and I don't know what to do.",,,
568,"My fianc¨¦ and I have almost the best relationship every girl wants, but lately it's changed.",,,
568,I get less attention and little to no intercourse.,,,
568,"He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me.",,,
568,"We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone.""",,,
568,"But when we're together, everything is okay.",,,
568,No fighting or anything.,,,
568,"I love this man, but I just don't know what to do anymore.",,,
569,My boyfriend of five years told me he cheated on me during our relationship after we broke up.,,,
569,We've since gotten back together and are trying to make it work.,,,
569,"I don't know how to trust him now, but I really want to make it work, and it seems like he does too.",,,
569,But my trust issues are getting in the way and causing problems.,,,
571,I¡¯m in love with my friend who is also a girl.,,,
571,I fell in love with her in a few months.,,,
571,That was my first love.,,,
571,We used to talk for the whole day and night over the phone and on Facebook.,,,
571,"I thought she had the same feelings for me, but I was wrong.",,,
571,I always wanted to touch her warmly and stay with her all my life.,,,
571,But all my dreams get broken apart after she got into a relationship with a guy.,,,
571,"I¡¯ve tried to be in relationship with guys, but I can¡¯t be in love with them.",,,
572,I've been getting told lately by my partner that it¡¯s embarrassing that I'm so antisocial around his family and friends.,,,
572,I believe it's because I'm not as social as him.,,,
573,How can I know if I'm just being paranoid?,,,
574,My partner and I have had an amazing relationship and connection for over two years.,,,
574,We're very committed to each other and are planning a very long life together.,,,
574,"However, he recently was very open and honest that he isn't interested in having sex with me anymore.",,,
574,He says this has happened in every past relationships and has ended it as a result.,,,
574,"He knows it's because it's the ""same person"" feeling, but how can he get over this?",,,
575,"We got into arguments, and we would break if off but start it back up again.",,,
575,"We clicked, or so I thought.",,,
575,We are both married with problems in our marriage.,,,
575,We never have sex; we just send a lot of pictures back and forth and talk about doing things together.,,,
575,"His wife found out, and he lied to her and didn't even refer to it as an affair.",,,
575,I can't stop thinking about him.,,,
575,We just click.,,,
575,"I've been married for 16 years, and I've never liked anyone other than my husband.",,,
575,"Now I like him, and we¡¯ll never be together.",,,
576,"My boyfriend of five months expresses how much he cares for me and loves me, and I believe it.",,,
576,"It has been one of the best relationships I have been in for a short period of time, but he has lied to me so much.",,,
576,"He¡¯ll tell me that he'll stop lying, and while he¡¯s saying that, he's hiding something or lying about something.",,,
576,"First, it was about a girl.",,,
576,He hid text messages and claimed she was a friend and it was a friendly conversation when it was a girl he once found interest in.,,,
576,Next was his ex-girlfriend.,,,
576,"He put a fake contact name, and it was just friendly, but he lied to my face.",,,
576,"All the time, he claims he never cheated and still expresses his love the same way and that he wants to change and do better.",,,
577,"I was texting a guy who wasn't my boyfriend, and my boyfriend found out.",,,
577,"We work together, so he went to work and told everyone I was cheating on him.",,,
577,I moved out of the house.,,,
577,"There have been previous problems, and I feel like I'm usually the issue here.",,,
577,"In order for us to move on, he wants me to sign this contract that he wrote out listing things he doesn't want me to do anymore.",,,
577,I'm wondering if this a healthy relationship to save or if I should walk away.,,,
578,"About a month ago, I went through my boyfriend¡¯s phone and found him messaging his ex-girlfriend that he was dating before me.",,,
578,"He gave her a promise ring when they were together, and he still had it hiding in his memory box in our son¡¯s room.",,,
578,"I found many things on his phone, but that broke my heart the most.",,,
578,He deleted all the messages but two.,,,
578,I can't help thinking they were talking about the old times together or something like that.,,,
578,"It really kills me, and I can't stop thinking about it.",,,
579,I have been married for 20 years.,,,
579,He and I both cheated.,,,
579,I hid my cheating for 14 years.,,,
579,"Over that time, I let life stress me out.",,,
579,I became depressed.,,,
579,"When I finally woke up, he felt I had pushed him out.",,,
580,My boyfriend recently got a kitty.,,,
580,"I hate cats in general, and he knows it.",,,
580,It grosses me out and makes me very upset when he pets his cat.,,,
580,I want to throw out the cat.,,,
580,I feel very jealous.,,,
581,"Over the course of a few days, my wife was unsure about her feelings for me due to constant intimacy issues.",,,
581,"After she thought things through, she came to the realization that she is no longer ""in love"" or attracted romantically to me.",,,
581,She instead has more of a platonic love and just cares for me as just "family.",,,
581,"At that point, she said our marriage was over.",,,
581,"Now over the course of the last few days, she has taken a ""friendship"" from a coworker.",,,
581,"She insists there is nothing more than friends, but she has spent all her free time with him.",,,
583,I have no idea what happened.,,,
583,I go places and do things but still feel lonely.,,,
583,"I honestly have no friends, and I am always the one texting people and bothering people.",,,
583,"I feel invisible, like someone that no one wants to be around.",,,
584,"I love my boyfriend and everything that leads to sex, but when it comes to the actual penetration, I hate it.",,,
584,"I don't know why, but I just want it to be over.",,,
584,I feel like crying.,,,
584,I don't know why I don¡¯t like it because all of my friends enjoy it.,,,
585,I didn't trust my wife when I found out that she had a new guy friend that she was texting and calling.,,,
585,I investigated him before I found out that he was gay and that there was nothing going on.,,,
585,Now all my wife and I do is fight about trust.,,,
586,I've been in a relationship for over a year.,,,
586,He's cheated and lied.,,,
586,"I heard he's married, but he says he's not.",,,
586,Everything is very up and down; there's no trust.,,,
586,"Recently, he went on a trip, and I promised him I'd behave and not drink because when I drink, I drink too much, and I tend to make poor choices.",,,
586,"This time, I made a huge mistake: I drank too much, and I cheated on him.",,,
586,I slept with another man for about five minutes before realizing what I was doing is wrong.,,,
586,I told him and he just got really rude.,,,
586,He called me names and threatened me.,,,
586,I feel bad as I do love him.,,,
586,We just have so many issues.,,,
586,"I'm not a bad person, I've just made a lot of bad mistakes.",,,
586,"It¡¯s unintentional, and I know right from wrong, but why do I still make the wrong choice?",,,
587,"I crave attention, companionship, and sex.",,,
587,"She has had a hysterectomy, and she has a bad knee.",,,
588,I've been with my husband for eight years now.,,,
588,"We have split twice before, and the first time was because he cheated.",,,
588,"I took him back months later, and he really tried making it up to me by making a lot of changes.",,,
588,"However, we continued to have issues because of my lack of trust.",,,
